global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
984,give_out,85,25,C92,"affect the amplifier , causing it to oscillate ( i.e. give out a signal , even when no sound is directed at the","affect_VVI the_AT0 amplifier_NN1 ,_PUN causing_VVG it_PNP to_TO0 oscillate_VVI (_PUL i.e._AV0 give_VVB out_AVP a_AT0 signal_NN1 ,_PUN even_AV0 when_CJS no_AT0 sound_NN1 is_VBZ directed_VVN at_PRP the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=24,24235660,24235662,give_out_AT0,10
985,give_out,86,26,AHX,"Although we represent the Israeli point of view , we give out the whole picture . Arabs listen to us because of our","Although_CJS we_PNP represent_VVB the_AT0 Israeli_AJ0-NN1 point_NN1 of_PRF view_NN1 ,_PUN we_PNP give_VVB out_AVP the_AT0 whole_AJ0 picture_NN1 ._PUN Arabs_NN2 listen_VVB to_PRP us_PNP because_CJS of_PRF our_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=25,9307296,9307298,give_out_AT0,10
990,give_out,91,31,KBE,I do . You know in the paper when they give out the other week No . Well you [unclear] . Somebody broke,I_PNP do_VDB ._PUN You_PNP know_VVB in_PRP the_AT0 paper_NN1 when_CJS they_PNP give_VVB out_AVP the_AT0 other_AJ0 week_NN1 No_ITJ ._PUN Well_AV0 you_PNP [unclear]_UNC ._PUN Somebody_PNI broke_VVD,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=30,106298499,106298501,give_out_AT0,10
999,give_away,7,8,ACS,"have a proper breakfast , walk to the station , give away the TV set , and go to church every Sunday instead","have_VHB a_AT0 proper_AJ0 breakfast_NN1 ,_PUN walk_VVB-NN1 to_PRP the_AT0 station_NN1 ,_PUN give_VVB away_AV0 the_AT0 TV_NN1 set_NN1 ,_PUN and_CJC go_VVB to_PRP church_NN1 every_AT0 Sunday_NP0 instead_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=7,7512527,7512529,give_away_AT0,10
1017,give_away,25,26,CCS,"discover these questions were being asked , for this would give away the landing areas of a future invasion . The assault pilotage","discover_VVI these_DT0 questions_NN2 were_VBD being_VBG asked_VVN ,_PUN for_CJS this_DT0 would_VM0 give_VVI away_AV0 the_AT0 landing_NN1 areas_NN2 of_PRF a_AT0 future_AJ0 invasion_NN1 ._PUN The_AT0 assault_NN1 pilotage_NN1-VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=25,29303079,29303081,give_away_AT0,10
1023,give_away,31,32,B7K,. Zuccarelli Labs also says that the patent does not give away the real secret of the invention . But the cost of,._PUN Zuccarelli_AJ0 Labs_NN2 also_AV0 says_VVZ that_CJT the_AT0 patent_NN1 does_VDZ not_XX0 give_VVI away_AV0 the_AT0 real_AJ0 secret_NN1 of_PRF the_AT0 invention_NN1 ._PUN But_CJC the_AT0 cost_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=31,20087806,20087808,give_away_AT0,10
1039,give_away,47,13,FAG,"late eighteenth century or the early nineteenth , and often give away their date in their names . The famous Botany Bay cover","late_AJ0 eighteenth_ORD century_NN1 or_CJC the_AT0 early_AJ0 nineteenth_ORD ,_PUN and_CJC often_AV0 give_VVB away_AV0 their_DPS date_NN1 in_PRP their_DPS names_NN2 ._PUN The_AT0 famous_AJ0 Botany_NN1 Bay_NN1 cover_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sk&batch=12,52279309,52279311,give_away_DPS,10
1053,give_away,61,3,B2W,"and that the College 's general policy was not to give away information helpful to others , the report does have some interest","and_CJC that_CJT the_AT0 College_NN1 's_POS general_AJ0 policy_NN1 was_VBD not_XX0 to_TO0 give_VVI away_AV0 information_NN1 helpful_AJ0 to_PRP others_NN2 ,_PUN the_AT0 report_NN1 does_VDZ have_VHI some_DT0 interest_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sn&batch=2,18735005,18735007,give_away_NN1,10
14,agree_on,14,15,B2U,will be the sales assistant and which the customer . Agree on the product to be &lsquo; sold &rsquo; and draft out some of,will_VM0 be_VBI the_AT0 sales_NN0 assistant_AJ0-NN1 and_CJC which_DTQ the_AT0 customer_NN1 ._PUN Agree_VVB on_PRP-AVP the_AT0 product_NN1 to_TO0 be_VBI &lsquo;_PUQ sold_VVN &rsquo;_PUQ and_CJC draft_VVB out_AVP some_DT0 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=14,18675125,18675128,agree_on_AT0,11
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,11
25,agree_on,25,26,A7N,"is very willing to listen , to advise , to agree on a style , his favourite client is the one who walks in","is_VBZ very_AV0 willing_AJ0 to_TO0 listen_VVI ,_PUN to_TO0 advise_VVI ,_PUN to_TO0 agree_VVI on_PRP-AVP a_AT0 style_NN1 ,_PUN his_DPS favourite_AJ0-NN1 client_NN1 is_VBZ the_AT0 one_PNI who_PNQ walks_VVZ in_PRP-AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=25,4374382,4374385,agree_on_AT0,11
33,agree_on,33,34,AP0,pulled a switchblade on his director because they could n't agree on the way to do a scene . I imitated his style and,pulled_VVD a_AT0 switchblade_NN1 on_PRP his_DPS director_NN1 because_CJS they_PNP could_VM0 n't_XX0 agree_VVI on_PRP the_AT0 way_NN1 to_TO0 do_VDI a_AT0 scene_NN1 ._PUN I_PNP imitated_VVD his_DPS style_NN1 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=33,12711943,12711946,agree_on_AT0,11
44,agree_on,44,45,CDC,3 ) hold a free election ; ( 4 ) agree on the constitution ; and ( 5 ) settle future relationship with Great,3_CRD )_PUR hold_VVB a_AT0 free_AJ0 election_NN1 ;_PUN (_PUL 4_CRD )_PUR agree_VVB on_PRP-AVP the_AT0 constitution_NN1 ;_PUN and_CJC (_PUL 5_CRD )_PUR settle_VVB future_AJ0 relationship_NN1 with_PRP Great_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=44,29997906,29997909,agree_on_AT0,11
141,agree_with,41,42,K2U,down &mdash; usually between and per cent . They then agree with the dealer how much it will be worth in two years,down_AVP &mdash;_PUN usually_AV0 between_PRP and_CJC per_UNC cent_UNC ._PUN They_PNP then_AV0 agree_VVB with_PRP the_AT0 dealer_NN1 how_AVQ much_AV0 it_PNP will_VM0 be_VBI worth_PRP in_PRP two_CRD years_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=41,100010320,100010322,agree_with_AT0,11
155,agree_with,55,56,CDP,being given the Trader shall within the said seven days agree with the Carrier an increase in the carriage charges in consideration of,being_VBG given_VVN the_AT0 Trader_NN1 shall_VM0 within_PRP the_AT0 said_AJ0 seven_CRD days_NN2 agree_VVB with_PRP the_AT0 Carrier_NN1 an_AT0 increase_NN1 in_PRP the_AT0 carriage_NN1 charges_NN2-VVZ in_PRP consideration_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=55,30325912,30325914,agree_with_AT0,11
160,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,11
178,agree_with,78,79,FL4,"of the Aha . as well that I personally a agree with the lady over there as I 'm now , with all","of_PRF the_AT0 Aha_ITJ ._PUN as_CJS well_AV0 that_CJT I_PNP personally_AV0 a_UNC agree_VVB with_PRP the_AT0 lady_NN1 over_PRP there_AV0 as_CJS I_PNP 'm_VBB now_AV0 ,_PUN with_PRP all_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=78,55237458,55237460,agree_with_AT0,11
186,agree_with,86,87,HHV,is so necessary for Britain . Mr. Lilley I entirely agree with the importance that my hon. Friend attaches to manufacturing . We,is_VBZ so_AV0 necessary_AJ0 for_PRP Britain_NP0 ._PUN Mr._NP0 Lilley_NP0 I_PNP entirely_AV0 agree_VVB with_PRP the_AT0 importance_NN1 that_CJT my_DPS hon._AJ0 Friend_NN1 attaches_VVZ to_PRP manufacturing_NN1 ._PUN We_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=86,78349502,78349504,agree_with_AT0,11
201,agree_that,1,2,HHV,three quarters . Mr. Norris Does my right hon. Friend agree that the key to short-termism can often be found in the contracts,three_CRD quarters_NN2 ._PUN Mr._NP0 Norris_NP0 Does_VDZ my_DPS right_AJ0-NN1 hon._AJ0 Friend_NN1-NP0 agree_VVB that_CJT the_AT0 key_NN1-AJ0 to_PRP short-termism_NN1 can_VM0 often_AV0 be_VBI found_VVN in_PRP the_AT0 contracts_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=1,78218904,78218906,agree_that_AT0,11
202,agree_that,2,3,G17,Empire would consider it less . &rsquo; &lsquo; But you agree that the value of what I have achieved is relative to my,Empire_NN1 would_VM0 consider_VVI it_PNP less_AV0 ._PUN &rsquo;_PUQ &lsquo;_PUQ But_CJC you_PNP agree_VVB that_CJT the_AT0 value_NN1 of_PRF what_DTQ I_PNP have_VHB achieved_VVN is_VBZ relative_AJ0 to_PRP my_DPS,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=2,62337293,62337295,agree_that_AT0,11
205,agree_that,5,6,HHV,"serious proposals on autonomy , does my right hon. Friend agree that no progress can be made unless Israel responds by agreeing to","serious_AJ0 proposals_NN2 on_PRP autonomy_NN1 ,_PUN does_VDZ my_DPS right_AJ0-NN1 hon._AJ0 Friend_NN1-NP0 agree_VVB that_CJT no_AT0 progress_NN1 can_VM0 be_VBI made_VVN unless_CJS Israel_NP0 responds_VVZ by_PRP agreeing_VVG to_TO0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=5,78566208,78566210,agree_that_AT0,11
256,agree_that,56,57,CN2,"incident but it had the effect of making the magistrate agree that the recording should go to London . He decided , however","incident_NN1 but_CJC it_PNP had_VHD the_AT0 effect_NN1 of_PRF making_VVG the_AT0 magistrate_NN1 agree_VVI that_CJT the_AT0 recording_NN1 should_VM0 go_VVI to_PRP London_NP0 ._PUN He_PNP decided_VVD ,_PUN however_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=56,39600918,39600920,agree_that_AT0,11
296,agree_that,96,97,AKH,"Ed Anderson , local manager of the NorWest Bank , agree that the story is sadly typical . It boils down to a","Ed_NP0 Anderson_NP0 ,_PUN local_AJ0 manager_NN1 of_PRF the_AT0 NorWest_AJS Bank_NN1 ,_PUN agree_VVB that_CJT the_AT0 story_NN1 is_VBZ sadly_AV0 typical_AJ0 ._PUN It_PNP boils_VVZ down_AVP to_PRP a_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=96,9984859,9984861,agree_that_AT0,11
318,agree_to,18,19,CJF,"have to agree on your story . Better still , agree to tell the truth . I take it that Barbara was your","have_VHB to_TO0 agree_VVI on_PRP-AVP your_DPS story_NN1 ._PUN Better_AV0 still_AV0 ,_PUN agree_VVB to_TO0 tell_VVI the_AT0 truth_NN1 ._PUN I_PNP take_VVB it_PNP that_CJT Barbara_NP0 was_VBD your_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=18,35847137,35847139,agree_to_VVI,11
322,agree_to,22,23,K5D,. The hope is that it could be possible to agree to look for alternative possibilities for Mrs Falconer . &rsquo; Long-term health,._PUN The_AT0 hope_NN1 is_VBZ that_CJT it_PNP could_VM0 be_VBI possible_AJ0 to_TO0 agree_VVI to_TO0 look_VVI for_PRP alternative_AJ0 possibilities_NN2 for_PRP Mrs_NP0 Falconer_NP0 ._PUN &rsquo;_PUQ Long-term_AJ0 health_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=22,102671495,102671497,agree_to_VVI,11
342,agree_to,42,43,KRT,", if the Council agree , if members of Council agree to make the bye-law , then it would have to be referred",",_PUN if_CJS the_AT0 Council_NN1 agree_VVB ,_PUN if_CJS members_NN2 of_PRF Council_NN1 agree_VVB to_TO0 make_VVI the_AT0 bye-law_NN1 ,_PUN then_AV0 it_PNP would_VM0 have_VHI to_TO0 be_VBI referred_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=42,111636108,111636110,agree_to_VVI,11
388,agree_to,88,89,JXT,"you deliver . &rsquo; &lsquo; You mean , if I agree to play the gaoler . I 'm sorry , but I do","you_PNP deliver_VVB ._PUN &rsquo;_PUQ &lsquo;_PUQ You_PNP mean_VVB ,_PUN if_CJS I_PNP agree_VVB to_TO0 play_VVI the_AT0 gaoler_NN1 ._PUN I_PNP 'm_VBB sorry_AJ0 ,_PUN but_CJC I_PNP do_VDB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=88,96996516,96996518,agree_to_VVI,11
396,agree_to,96,97,J6V,"case involving substantial injury and continuing disability , attempt to agree to disclose his reports on the basis of mutual exchange for the","case_NN1 involving_VVG substantial_AJ0 injury_NN1 and_CJC continuing_AJ0 disability_NN1 ,_PUN attempt_VVB-NN1 to_TO0 agree_VVI to_TO0 disclose_VVI his_DPS reports_NN2 on_PRP the_AT0 basis_NN1 of_PRF mutual_AJ0 exchange_NN1 for_PRP the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=96,94390879,94390881,agree_to_VVI,11
401,come_back,1,2,EWH,"get out and do n't come back . Do n't come back ever &hellip; "" The full force of her loss came in","get_VVB out_AVP and_CJC do_VDB n't_XX0 come_VVI back_AVP ._PUN Do_VDB n't_XX0 come_VVI back_AVP ever_AV0 &hellip;_PUN ""_PUQ The_AT0 full_AJ0 force_NN1 of_PRF her_DPS loss_NN1 came_VVD in_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=1,50084341,50084343,come_back_AV0,11
421,come_back,21,22,GW2,"the door , with the final remark that she would come back once his paid time was up . Presently , steam began","the_AT0 door_NN1 ,_PUN with_PRP the_AT0 final_AJ0-NN1 remark_NN1-VVB that_CJT she_PNP would_VM0 come_VVI back_AVP once_AV0 his_DPS paid_AJ0 time_NN1 was_VBD up_AVP ._PUN Presently_AV0 ,_PUN steam_NN1 began_VVD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=21,68289982,68289984,come_back_AV0,11
422,come_back,22,23,GVP,and came straight across to her . &lsquo; Has Gebrec come back yet ? Have you seen Philippe ? &rsquo; she asked .,and_CJC came_VVD straight_AV0 across_AV0 to_PRP her_PNP ._PUN &lsquo;_PUQ Has_VHZ Gebrec_NP0 come_VVI back_AVP yet_AV0 ?_PUN Have_VHB you_PNP seen_VVN Philippe_NP0 ?_PUN &rsquo;_PUQ she_PNP asked_VVD ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=22,67849581,67849583,come_back_AV0,11
446,come_back,46,47,HDJ,"as long as you show me across London I can come back alone , you see , and so I came back alone","as_CJS long_AJ0 as_CJS you_PNP show_VVB me_PNP across_PRP London_NP0 I_PNP can_VM0 come_VVI back_AVP alone_AV0 ,_PUN you_PNP see_VVB ,_PUN and_CJC so_AV0 I_PNP came_VVD back_AVP alone_AV0-AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=46,75724212,75724214,come_back_AV0,11
452,come_back,52,53,H4E,it 'll settle this as well . And will I come back again or will I ? Three weeks . Three weeks ?,it_PNP 'll_VM0 settle_VVI this_DT0 as_CJS well_AV0 ._PUN And_CJC will_VM0 I_PNP come_VVI back_AVP again_AV0 or_CJC will_VM0 I_PNP ?_PUN Three_CRD weeks_NN2 ._PUN Three_CRD weeks_NN2 ?_PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=52,70469500,70469502,come_back_AV0,11
524,come_in,24,25,A5Y,"do you not see that if you 're going to come in here asking me questions about my family , if you 're","do_VDB you_PNP not_XX0 see_VVI that_CJT if_CJS you_PNP 're_VBB going_VVG to_TO0 come_VVI in_PRP-AVP here_AV0 asking_VVG me_PNP questions_NN2 about_PRP my_DPS family_NN1 ,_PUN if_CJS you_PNP 're_VBB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=24,2552073,2552075,come_in_AV0,11
548,come_in,48,49,G3E,"my old man and told him that I need n't come in today , that Mrs. Schofield wanted me . Who 's playing","my_DPS old_AJ0 man_NN1 and_CJC told_VVD him_PNP that_CJT I_PNP need_VM0 n't_XX0 come_VVI in_AVP-PRP today_AV0 ,_PUN that_CJT Mrs._NP0 Schofield_NP0 wanted_VVD me_PNP ._PUN Who_PNQ 's_VBZ playing_VVG",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=48,64486466,64486468,come_in_AV0,11
559,come_in,59,60,KCP,", me and er Barb got there , then Pam come in then a few more come and erm then the plumber and",",_PUN me_PNP and_CJC er_UNC Barb_NP0 got_VVD there_AV0 ,_PUN then_AV0 Pam_NP0 come_VVB in_AVP-PRP then_AV0 a_AT0 few_DT0 more_DT0 come_VVB and_CJC erm_UNC then_AV0 the_AT0 plumber_NN1 and_CJC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=59,107824939,107824941,come_in_AV0,11
564,come_in,64,65,KB7,"and had a cup of tea , I said , come in about half past eleven went home at one , he come","and_CJC had_VHD a_AT0 cup_NN1 of_PRF tea_NN1 ,_PUN I_PNP said_VVD ,_PUN come_VVB in_AVP about_AV0 half_DT0 past_PRP eleven_CRD went_VVD home_AV0 at_PRP one_CRD ,_PUN he_PNP come_VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=64,105842243,105842245,come_in_AV0,11
589,come_in,89,90,HYX,"come , we 'll see that , if the cameras come in anywhere , we 'll see that all-party representation on it .","come_VVI ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT ,_PUN if_CJS the_AT0 cameras_NN2 come_VVB in_AVP-PRP anywhere_AV0 ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT all-party_AJ0 representation_NN1 on_PRP it_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=89,91729486,91729488,come_in_AV0,11
632,come_out,32,33,A7C,", by an unknown author . The two things that come out clearly are the sense of reality in the background and the",",_PUN by_PRP an_AT0 unknown_AJ0 author_NN1 ._PUN The_AT0 two_CRD things_NN2 that_CJT come_VVB out_AVP clearly_AV0 are_VBB the_AT0 sense_NN1 of_PRF reality_NN1 in_PRP the_AT0 background_NN1 and_CJC the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=32,4081608,4081610,come_out_AV0,11
635,come_out,35,36,B3G,"more now than when I was young . I only come out once a month , but she tries to stop me .","more_AV0 now_AV0 than_CJS when_CJS-AVQ I_PNP was_VBD young_AJ0 ._PUN I_PNP only_AV0 come_VVB out_AVP once_AV0 a_AT0 month_NN1 ,_PUN but_CJC she_PNP tries_VVZ to_TO0 stop_VVI me_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=35,19204070,19204072,come_out_AV0,11
659,come_out,59,60,FS8,"&rsquo; &lsquo; I 've checked . Listen , do n't come out here . Do n't spend the time . We 'd have","&rsquo;_PUQ &lsquo;_PUQ I_PNP 've_VHB checked_VVN ._PUN Listen_VVB ,_PUN do_VDB n't_XX0 come_VVI out_AVP here_AV0 ._PUN Do_VDB n't_XX0 spend_VVI the_AT0 time_NN1 ._PUN We_PNP 'd_VM0 have_VHI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=59,58168757,58168759,come_out_AV0,11
662,come_out,62,63,HGM,"somehow she rather doubted that he had . He 'd come out here to try to make trouble over her work , but","somehow_AV0 she_PNP rather_AV0 doubted_VVD that_CJT he_PNP had_VHD ._PUN He_PNP 'd_VM0 come_VVI out_AVP here_AV0 to_TO0 try_VVI to_TO0 make_VVI trouble_NN1 over_PRP-AVP her_DPS work_NN1 ,_PUN but_CJC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=62,76528140,76528142,come_out_AV0,11
677,come_out,77,78,HUE,"hopes . My only criticism is that it does n't come out often enough . We need more issues of Issue , Mr","hopes_NN2 ._PUN My_DPS only_AJ0 criticism_NN1 is_VBZ that_CJT it_PNP does_VDZ n't_XX0 come_VVI out_AVP often_AV0 enough_AV0 ._PUN We_PNP need_VVB more_DT0 issues_NN2 of_PRF Issue_NN1 ,_PUN Mr_NP0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=77,88355270,88355272,come_out_AV0,11
706,give_up,6,7,G02,"what if she should die before I got home , give up the ghost and pass on , alone in the dark ?","what_DTQ if_CJS she_PNP should_VM0 die_VVI before_CJS I_PNP got_VVD home_AV0 ,_PUN give_VVB up_AVP the_AT0 ghost_NN1 and_CJC pass_VVB on_AVP ,_PUN alone_AV0-AJ0 in_PRP the_AT0 dark_NN1-AJ0 ?_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=6,60808109,60808111,give_up_AT0,11
764,give_up,64,45,EFW,"muttering to himself . When the garrison had begun to give up hope that he would act , he at last did something","muttering_VVG to_PRP himself_PNX ._PUN When_CJS the_AT0 garrison_NN1 had_VHD begun_VVN to_TO0 give_VVI up_AVP hope_NN1 that_CJT he_PNP would_VM0 act_VVI ,_PUN he_PNP at_PRP last_ORD did_VDD something_PNI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=44,48492564,48492566,give_up_NN1,11
772,give_up,72,53,JNV,qualified . I hope so yes erm What made you give up education ? Erm quite frankly I erm pulled out because of,qualified_VVN-AJ0 ._PUN I_PNP hope_VVB so_AV0 yes_ITJ erm_UNC What_DTQ made_VVD you_PNP give_VVI up_AVP education_NN1 ?_PUN Erm_UNC quite_AV0 frankly_AV0 I_PNP erm_UNC pulled_VVD out_AVP because_CJS of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=52,96150901,96150903,give_up_NN1,11
777,give_up,77,58,GUR,and slams the door that means the teacher has to give up time they could be giving to the others in the class,and_CJC slams_VVZ the_AT0 door_NN1 that_CJT means_VVZ the_AT0 teacher_NN1 has_VHZ to_TO0 give_VVI up_AVP-PRP time_NN1 they_PNP could_VM0 be_VBI giving_VVG to_PRP the_AT0 others_NN2 in_PRP the_AT0 class_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=57,66833907,66833909,give_up_NN1,11
783,give_up,83,64,JJT,"the plaintiff 's fathers career , of his decision to give up work in order to attend the plaintiff . I pause to","the_AT0 plaintiff_NN1 's_POS fathers_NN2 career_NN1-VVB ,_PUN of_PRF his_DPS decision_NN1 to_TO0 give_VVI up_AVP work_NN1 in_PRP order_NN1 to_TO0 attend_VVI the_AT0 plaintiff_NN1 ._PUN I_PNP pause_VVB to_TO0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=63,95820858,95820860,give_up_NN1,11
803,give_in,3,4,A9H,"this season . For one who is better with some give in the ground and who is having his seasonal debut , Beech","this_DT0 season_NN1 ._PUN For_PRP one_PNI who_PNQ is_VBZ better_AJC with_PRP some_DT0 give_VVB in_AVP the_AT0 ground_NN1 and_CJC who_PNQ is_VBZ having_VHG his_DPS seasonal_AJ0 debut_NN1 ,_PUN Beech_NP0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=3,4924297,4924299,give_in_AT0,11
805,give_in,5,6,J0V,we may be encouraged to re-examine whether there is some give in the apparently uncompromising need for bit-perfect records of program software .,we_PNP may_VM0 be_VBI encouraged_VVN to_TO0 re-examine_VVI whether_CJS there_EX0 is_VBZ some_DT0 give_VVB in_AVP the_AT0 apparently_AV0 uncompromising_AJ0 need_NN1 for_PRP bit-perfect_AJ0 records_NN2 of_PRF program_NN1 software_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=5,91925776,91925778,give_in_AT0,11
827,give_in,27,7,G07,. He wo n't beat me . I wo n't give in . I wo n't be broken by him . I 've,._PUN He_PNP wo_VM0 n't_XX0 beat_VVI me_PNP ._PUN I_PNP wo_VM0 n't_XX0 give_VVI in_AVP ._PUN I_PNP wo_VM0 n't_XX0 be_VBI broken_VVN by_PRP him_PNP ._PUN I_PNP 've_VHB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=6,61056997,61056999,give_in_PUN,11
831,give_in,31,11,EEY,"whole Council had united to demand intervention , did she give in . That she did so then may have been as much","whole_AJ0 Council_NN1 had_VHD united_VVN to_TO0 demand_VVI intervention_NN1 ,_PUN did_VDD she_PNP give_VVI in_AVP ._PUN That_CJT she_PNP did_VDD so_AV0 then_AV0 may_VM0 have_VHI been_VBN as_AV0 much_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=10,47578088,47578090,give_in_PUN,11
898,give_in,98,10,HXH,to listen to you . The best answer you can give in these circumstances should provide the shape for your synopsis . Remember,to_TO0 listen_VVI to_PRP you_PNP ._PUN The_AT0 best_AV0 answer_VVB-NN1 you_PNP can_VM0 give_VVI in_AVP these_DT0 circumstances_NN2 should_VM0 provide_VVI the_AT0 shape_NN1 for_PRP your_DPS synopsis_NN1 ._PUN Remember_VVB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha94&batch=9,90651950,90651952,give_in_DT0,11
912,give_out,13,14,K1R,set up a special emergency room with phene lines to give out information . She says your child has been admitted but call,set_VVB up_AVP a_AT0 special_AJ0 emergency_NN1 room_NN1 with_PRP phene_NN1 lines_NN2 to_TO0 give_VVI out_AVP information_NN1 ._PUN She_PNP says_VVZ your_DPS child_NN1 has_VHZ been_VBN admitted_VVN but_CJC call_VVB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9v1&batch=13,99046720,99046722,give_out_NN1,11
